timestamp,ambient_temp,indoor_temp,setpoint_temp,suction_pressure,discharge_pressure,compressor_speed,fan_speed,power_consumption,superheat,subcooling,cop,evap_temp,cond_temp,fault_mode,compressor_on
2026-05-30T21:04:56.114781,33.75,24.73,24.0,8.91,29.47,3267.5,1255.6,5.432,6.02,4.87,3.461,12.16,44.79,none,True
2026-05-30T21:04:56.114781,33.46,24.87,24.0,8.97,29.7,3288.6,1262.3,5.353,5.05,4.17,3.607,11.98,45.32,none,True
2026-05-30T21:04:56.114781,33.41,24.53,24.0,8.86,29.9,3324.2,1248.9,5.377,5.51,4.61,3.184,12.3,45.55,none,True
2026-05-30T21:04:56.114781,33.31,25.18,24.0,8.96,29.92,3311.0,1265.3,5.433,6.69,4.74,3.448,12.26,45.13,none,True
2026-05-30T21:04:56.115781,33.57,25.17,24.0,8.88,29.36,3284.9,1260.4,5.462,5.21,5.25,3.359,12.04,43.97,none,True
2026-05-30T21:04:56.115781,33.85,24.99,24.0,8.82,29.58,3293.6,1261.6,5.466,6.34,5.37,3.553,11.78,44.67,none,True
2026-05-30T21:04:56.115781,34.09,24.83,24.0,8.95,29.28,3315.0,1276.3,5.604,6.34,5.16,3.399,12.06,44.63,none,True
2026-05-30T21:04:56.115781,33.49,25.12,24.0,8.89,29.83,3305.8,1263.2,5.459,6.47,4.71,3.474,11.92,44.49,none,True
2026-05-30T21:04:56.116784,33.77,25.43,24.0,8.81,29.34,3334.6,1264.3,5.459,5.69,5.06,3.324,12.31,44.3,none,True
2026-05-30T21:04:56.116784,33.82,25.15,24.0,8.93,29.67,3322.5,1272.3,5.672,5.4,4.55,3.496,11.64,44.08,none,True
2026-05-30T21:04:56.116784,33.69,25.18,24.0,8.91,29.53,3353.4,1260.3,5.51,5.57,4.7,3.459,11.43,45.31,none,True
2026-05-30T21:04:56.116784,33.16,25.03,24.0,9.17,29.52,3289.5,1280.9,5.618,6.24,5.58,3.523,11.95,44.8,none,True
2026-05-30T21:04:56.116784,33.99,25.19,24.0,8.83,29.67,3334.1,1272.1,5.626,6.22,5.23,3.42,12.14,44.63,none,True
2026-05-30T21:04:56.116784,33.76,25.33,24.0,8.9,29.59,3334.3,1272.4,5.625,5.69,5.51,3.462,12.17,44.19,none,True
2026-05-30T21:04:56.116784,33.73,25.35,24.0,8.83,29.54,3370.0,1268.7,5.549,5.9,4.71,3.452,11.81,43.76,none,True
2026-05-30T21:04:56.116784,33.75,25.3,24.0,8.88,29.59,3355.8,1305.7,5.667,6.64,4.96,3.4,12.14,45.79,none,True
2026-05-30T21:04:56.117784,33.13,25.12,24.0,8.92,29.48,3329.9,1284.8,5.352,6.39,4.96,3.476,12.07,45.39,none,True
2026-05-30T21:04:56.117784,34.39,25.08,24.0,8.89,29.67,3346.2,1293.8,5.504,5.53,5.48,3.459,11.51,46.22,none,True
2026-05-30T21:04:56.117784,34.26,24.93,24.0,8.95,29.4,3342.2,1279.9,5.59,5.67,5.07,3.564,11.56,44.89,none,True
2026-05-30T21:04:56.117784,34.2,25.51,24.0,8.94,29.74,3331.2,1288.9,5.694,5.56,4.85,3.445,12.01,45.22,none,True
2026-05-30T21:04:56.117784,34.04,24.91,24.0,8.93,30.03,3338.4,1280.9,5.606,5.45,4.64,3.324,11.62,45.18,none,True
2026-05-30T21:04:56.118784,34.35,25.23,24.0,9.04,29.87,3388.4,1279.0,5.535,6.3,5.23,3.497,12.76,45.03,none,True
2026-05-30T21:04:56.118784,33.78,25.34,24.0,8.7,29.86,3330.3,1278.5,5.643,5.68,4.69,3.539,11.48,44.83,none,True
2026-05-30T21:04:56.118784,33.66,25.31,24.0,8.82,29.92,3383.8,1309.4,5.663,6.13,4.67,3.603,11.72,45.03,none,True
2026-05-30T21:04:56.118784,34.52,25.28,24.0,8.82,29.95,3391.1,1276.9,5.67,6.51,4.74,3.634,12.01,45.7,none,True
2026-05-30T21:04:56.118784,34.64,25.4,24.0,9.02,29.89,3397.9,1290.8,5.813,5.8,4.92,3.404,11.92,45.58,none,True
2026-05-30T21:04:56.118784,34.54,25.29,24.0,8.83,29.67,3376.7,1282.5,5.602,6.28,5.54,3.371,12.42,45.29,none,True
2026-05-30T21:04:56.118784,34.48,25.26,24.0,8.95,29.75,3388.4,1285.9,5.586,5.85,4.19,3.43,12.17,44.86,none,True
2026-05-30T21:04:56.119784,33.73,25.07,24.0,8.93,29.65,3364.9,1295.7,5.69,5.55,4.79,3.521,12.16,44.64,none,True
2026-05-30T21:04:56.119784,34.25,25.16,24.0,8.95,29.86,3368.3,1292.5,5.794,6.21,4.66,3.408,12.04,45.03,none,True
2026-05-30T21:04:56.119784,33.97,25.58,24.0,8.97,29.84,3419.2,1280.1,5.718,5.99,5.03,3.378,12.3,44.65,none,True
2026-05-30T21:04:56.119784,34.82,25.38,24.0,9.0,30.05,3403.8,1281.6,5.798,6.21,5.05,3.345,12.16,44.71,none,True
2026-05-30T21:04:56.119784,34.65,25.8,24.0,8.87,29.98,3397.8,1301.7,5.811,5.59,4.91,3.604,11.89,45.03,none,True
2026-05-30T21:04:56.120784,34.23,25.65,24.0,9.2,29.75,3436.3,1282.2,5.755,6.58,5.1,3.573,12.24,45.13,none,True
2026-05-30T21:04:56.120784,33.91,25.47,24.0,8.89,29.42,3392.9,1283.3,5.756,5.34,4.57,3.524,11.52,45.68,none,True
2026-05-30T21:04:56.120784,34.46,25.27,24.0,9.18,30.18,3417.5,1283.9,5.74,6.6,5.61,3.552,12.11,44.52,none,True
2026-05-30T21:04:56.120784,34.6,25.5,24.0,8.98,29.78,3429.6,1286.9,5.842,6.78,4.75,3.531,11.65,45.37,none,True
2026-05-30T21:04:56.120784,34.95,25.42,24.0,8.99,30.02,3441.2,1304.2,5.856,6.04,5.42,3.603,11.97,45.15,none,True
2026-05-30T21:04:56.120784,35.23,25.48,24.0,8.92,30.21,3404.9,1289.7,5.61,5.07,5.05,3.519,11.62,44.53,none,True
2026-05-30T21:04:56.120784,34.74,25.19,24.0,8.94,29.84,3432.2,1291.8,5.733,6.71,4.55,3.491,11.55,44.83,none,True
2026-05-30T21:04:56.120784,34.75,25.47,24.0,9.03,29.87,3426.9,1304.2,5.655,5.46,5.61,3.493,12.06,45.82,none,True
2026-05-30T21:04:56.120784,34.61,25.74,24.0,8.98,29.62,3437.7,1284.8,5.834,6.53,5.45,3.42,12.27,44.95,none,True
2026-05-30T21:04:56.122057,34.56,25.64,24.0,8.93,30.1,3459.4,1305.4,5.908,6.24,4.48,3.526,11.68,45.04,none,True
2026-05-30T21:04:56.122057,34.65,25.3,24.0,8.97,30.08,3458.5,1292.1,5.902,5.89,5.21,3.511,12.1,45.25,none,True
2026-05-30T21:04:56.122057,34.48,25.65,24.0,9.05,29.96,3471.9,1308.0,5.843,6.23,4.73,3.515,11.36,44.71,none,True
2026-05-30T21:04:56.122057,34.53,25.36,24.0,9.01,29.97,3461.2,1316.6,5.873,5.98,5.56,3.521,11.93,43.75,none,True
2026-05-30T21:04:56.122057,34.71,25.51,24.0,8.91,29.79,3462.5,1306.6,5.714,6.54,5.5,3.561,12.5,44.1,none,True
2026-05-30T21:04:56.122057,34.45,25.61,24.0,9.11,29.94,3441.9,1273.9,5.893,6.45,4.78,3.667,11.91,44.79,none,True
2026-05-30T21:04:56.123070,35.37,25.68,24.0,9.02,29.93,3463.7,1298.7,5.851,5.48,4.4,3.482,11.88,44.63,none,True
2026-05-30T21:04:56.123070,34.52,25.67,24.0,9.07,29.85,3493.8,1285.2,5.989,6.77,4.91,3.442,11.43,45.22,none,True
2026-05-30T21:04:56.123070,34.54,25.91,24.0,9.02,30.45,3451.1,1296.6,5.838,5.9,5.07,3.532,11.75,45.14,none,True
2026-05-30T21:04:56.123070,34.77,25.77,24.0,9.1,30.15,3484.7,1308.7,5.689,5.76,4.85,3.634,12.17,44.77,none,True
2026-05-30T21:04:56.123070,34.52,25.84,24.0,8.88,29.94,3439.5,1301.6,5.952,6.75,4.35,3.469,12.65,44.78,none,True
2026-05-30T21:04:56.123070,34.52,25.35,24.0,9.02,30.14,3456.8,1297.5,5.857,6.21,3.9,3.576,12.41,44.47,none,True
2026-05-30T21:04:56.123070,35.03,25.63,24.0,9.01,30.29,3448.7,1302.1,5.813,6.42,5.4,3.555,12.09,45.06,none,True
2026-05-30T21:04:56.123070,34.99,25.8,24.0,8.96,29.89,3469.3,1303.2,5.934,6.2,5.4,3.599,11.58,45.23,none,True
2026-05-30T21:04:56.124071,34.38,25.77,24.0,9.0,30.11,3518.9,1321.0,5.954,6.06,5.47,3.452,11.8,44.98,none,True
2026-05-30T21:04:56.124071,35.03,25.42,24.0,9.02,30.11,3473.3,1309.7,5.863,5.82,4.28,3.486,11.48,45.15,none,True
2026-05-30T21:04:56.124071,34.84,26.0,24.0,8.85,29.69,3515.8,1295.9,5.995,6.04,5.01,3.769,11.71,44.01,none,True
2026-05-30T21:04:56.124071,34.94,25.81,24.0,9.05,30.23,3435.4,1296.2,5.96,5.94,5.9,3.702,12.62,45.35,none,True
2026-05-30T21:04:56.124071,35.12,25.67,24.0,9.07,30.22,3464.4,1300.3,5.891,6.3,5.46,3.564,11.73,44.61,none,True
2026-05-30T21:04:56.124071,35.02,25.89,24.0,9.08,30.26,3453.2,1294.4,6.077,6.15,5.45,3.635,11.89,45.74,none,True
2026-05-30T21:04:56.124071,35.77,25.83,24.0,8.9,30.03,3475.6,1309.3,5.932,6.59,4.77,3.559,11.22,44.42,none,True
2026-05-30T21:04:56.125071,35.56,26.03,24.0,8.96,30.04,3485.7,1297.6,5.963,6.55,4.62,3.619,11.89,45.41,none,True
2026-05-30T21:04:56.125071,34.7,25.62,24.0,9.03,30.22,3509.8,1296.2,6.028,6.13,5.09,3.683,11.92,44.51,none,True
2026-05-30T21:04:56.125071,34.92,25.89,24.0,8.91,29.97,3484.5,1312.2,6.094,5.98,4.67,3.642,11.76,45.01,none,True
2026-05-30T21:04:56.125071,35.31,25.81,24.0,8.99,29.73,3492.0,1301.8,6.011,5.81,5.63,3.753,11.93,44.62,none,True
2026-05-30T21:04:56.125071,35.19,25.68,24.0,8.84,29.78,3479.1,1311.4,5.928,6.29,4.62,3.636,11.9,44.93,none,True
2026-05-30T21:04:56.125071,35.41,26.1,24.0,9.01,29.65,3471.4,1312.2,6.294,6.37,5.14,3.459,11.79,46.24,none,True
2026-05-30T21:04:56.125071,35.54,25.99,24.0,9.03,29.7,3484.2,1320.1,6.088,5.84,5.12,3.425,12.05,44.8,none,True
2026-05-30T21:04:56.125071,35.41,26.3,24.0,8.95,29.61,3478.1,1305.2,6.037,5.56,5.2,3.674,11.64,44.82,none,True
2026-05-30T21:04:56.126070,35.15,25.81,24.0,9.05,29.98,3465.8,1305.1,6.1,5.01,5.17,3.684,12.03,45.9,none,True
2026-05-30T21:04:56.126070,35.31,25.53,24.0,9.06,30.2,3517.1,1304.3,6.227,6.66,4.95,3.502,11.98,44.43,none,True
2026-05-30T21:04:56.126070,34.95,26.04,24.0,8.95,29.8,3518.7,1295.0,6.01,4.68,4.89,3.552,12.01,45.1,none,True
2026-05-30T21:04:56.126070,35.2,26.09,24.0,9.16,29.56,3536.0,1321.3,5.954,6.81,5.12,3.546,11.64,44.24,none,True
2026-05-30T21:04:56.126070,35.43,25.83,24.0,9.01,30.04,3495.3,1295.6,6.036,7.1,5.16,3.577,12.06,44.27,none,True
2026-05-30T21:04:56.126070,35.04,26.17,24.0,9.05,30.03,3484.8,1284.9,6.045,5.86,5.22,3.595,12.31,44.93,none,True
2026-05-30T21:04:56.127070,35.17,25.76,24.0,8.8,29.97,3509.7,1285.2,5.952,6.31,5.2,3.548,12.37,44.0,none,True
2026-05-30T21:04:56.127070,36.17,25.96,24.0,9.08,29.68,3498.1,1284.8,6.049,6.33,5.1,3.661,12.14,45.22,none,True
2026-05-30T21:04:56.127070,35.55,25.79,24.0,8.97,29.88,3505.6,1306.2,5.87,6.67,4.99,3.707,11.88,44.72,none,True
2026-05-30T21:04:56.127070,35.45,25.88,24.0,8.92,29.61,3531.2,1301.9,5.842,5.97,5.68,3.61,12.21,45.58,none,True
2026-05-30T21:04:56.127070,35.73,25.73,24.0,8.98,29.62,3495.4,1313.8,5.899,6.2,4.31,3.648,11.68,45.05,none,True
2026-05-30T21:04:56.127070,35.47,25.88,24.0,8.78,29.76,3504.3,1289.6,6.077,6.08,5.57,3.344,11.81,44.48,none,True
2026-05-30T21:04:56.127070,35.49,25.76,24.0,9.02,29.84,3508.0,1274.1,5.97,5.85,4.4,3.443,12.36,45.05,none,True
2026-05-30T21:04:56.128069,36.03,26.01,24.0,8.85,29.74,3509.9,1297.9,5.94,6.31,5.34,3.584,11.89,44.68,none,True
2026-05-30T21:04:56.128069,35.76,26.39,24.0,8.89,29.98,3505.4,1285.9,5.899,6.6,5.72,3.632,12.06,44.7,none,True
2026-05-30T21:04:56.128069,35.04,25.93,24.0,9.02,29.5,3493.3,1298.1,6.05,6.19,4.52,3.72,11.99,43.91,none,True
2026-05-30T21:04:56.128069,36.17,25.86,24.0,8.76,29.79,3512.7,1294.9,5.999,5.39,4.84,3.57,12.03,44.87,none,True
2026-05-30T21:04:56.128069,35.33,26.33,24.0,8.97,29.75,3508.7,1311.7,5.979,6.06,4.42,3.561,12.11,44.68,none,True
2026-05-30T21:04:56.128069,35.53,26.26,24.0,8.82,30.13,3479.3,1307.2,5.956,6.43,4.64,3.517,11.51,44.59,none,True
2026-05-30T21:04:56.128069,35.7,25.95,24.0,8.8,29.5,3516.0,1286.7,5.855,5.5,5.13,3.602,11.82,44.43,none,True
2026-05-30T21:04:56.129069,36.02,26.35,24.0,8.84,29.82,3528.2,1299.7,6.01,5.69,5.59,3.871,11.8,44.99,none,True
2026-05-30T21:04:56.129069,35.16,25.85,24.0,8.71,29.23,3495.0,1279.3,6.02,5.39,4.42,3.628,12.11,45.63,none,True
2026-05-30T21:04:56.129069,35.58,26.01,24.0,8.89,29.46,3498.2,1296.8,5.928,4.92,4.58,3.634,11.46,45.48,none,True
2026-05-30T21:04:56.129069,35.51,26.05,24.0,8.81,29.31,3483.5,1286.5,6.006,4.99,5.37,3.611,12.21,45.13,none,True
2026-05-30T21:04:56.129069,35.84,26.15,24.0,8.89,29.73,3493.8,1293.7,6.021,6.04,5.02,3.609,12.26,45.0,none,True
2026-05-30T21:04:56.129069,35.59,26.05,24.0,8.75,29.43,3457.2,1297.3,5.922,6.1,4.31,3.521,11.49,45.79,none,True
2026-05-30T21:04:56.129069,36.26,25.98,24.0,8.71,29.33,3486.9,1288.9,6.088,6.28,5.12,3.576,11.89,45.0,none,True
2026-05-30T21:04:56.129069,34.9,25.84,24.0,8.67,29.26,3516.5,1288.7,5.844,5.78,5.61,3.584,11.77,44.92,none,True
2026-05-30T21:04:56.130069,35.26,26.12,24.0,8.88,29.33,3486.2,1285.6,6.083,6.39,5.12,3.659,12.11,45.18,none,True
2026-05-30T21:04:56.130069,35.73,26.15,24.0,8.73,29.14,3473.0,1283.9,6.029,6.38,5.29,3.605,12.27,44.86,none,True
2026-05-30T21:04:56.130069,35.84,26.22,24.0,8.79,29.21,3467.9,1297.7,5.923,7.18,5.53,3.447,12.03,46.04,none,True
2026-05-30T21:04:56.130069,35.96,25.88,24.0,8.83,29.4,3490.1,1286.3,6.163,4.51,5.03,3.61,11.79,45.3,none,True
2026-05-30T21:04:56.130069,36.14,25.94,24.0,8.7,29.31,3491.6,1272.8,6.013,6.37,5.06,3.719,11.65,44.8,none,True
2026-05-30T21:04:56.130069,35.97,25.87,24.0,8.79,29.25,3513.6,1290.7,6.073,6.09,5.29,3.643,11.63,44.6,none,True
2026-05-30T21:04:56.130069,35.96,26.37,24.0,8.91,29.31,3447.3,1251.6,5.886,4.92,4.96,3.488,11.76,45.34,none,True
2026-05-30T21:04:56.131069,35.73,25.77,24.0,8.75,29.31,3456.6,1277.1,5.937,6.49,4.64,3.466,11.39,44.75,none,True
2026-05-30T21:04:56.132067,36.08,26.16,24.0,8.87,29.25,3478.5,1261.8,5.955,5.65,5.67,3.586,11.88,45.69,none,True
2026-05-30T21:04:56.132067,36.04,25.7,24.0,8.66,29.01,3459.9,1293.0,5.889,6.4,4.66,3.753,11.69,45.1,none,True
2026-05-30T21:04:56.132067,35.59,25.98,24.0,8.7,29.02,3460.9,1264.8,5.758,5.47,5.58,3.866,12.32,45.55,none,True
2026-05-30T21:04:56.133067,35.98,25.75,24.0,8.85,28.96,3476.1,1258.0,5.978,6.66,4.92,3.522,11.81,44.14,none,True
2026-05-30T21:04:56.133067,36.39,26.18,24.0,8.81,29.04,3455.1,1277.2,5.82,6.36,4.21,3.642,12.1,44.41,none,True
2026-05-30T21:04:56.133067,35.75,26.01,24.0,8.77,29.02,3468.2,1279.5,5.928,5.82,5.31,3.489,11.91,45.15,none,True
2026-05-30T21:04:56.133067,35.56,26.02,24.0,8.74,28.73,3437.1,1284.2,5.88,6.01,4.88,3.559,11.5,45.64,none,True
2026-05-30T21:04:56.133067,36.01,25.63,24.0,8.9,28.74,3446.0,1280.1,5.709,6.18,5.4,3.732,11.71,43.69,none,True
2026-05-30T21:04:56.133067,35.57,25.89,24.0,8.69,28.97,3444.4,1251.7,5.957,6.71,5.42,3.566,11.5,44.64,none,True
2026-05-30T21:04:56.133067,35.87,25.76,24.0,8.76,29.13,3442.8,1269.8,5.941,6.65,5.53,3.57,11.89,44.69,none,True
2026-05-30T21:04:56.133067,36.21,26.18,24.0,8.78,28.92,3447.6,1262.9,5.974,5.68,5.21,3.473,12.2,45.06,none,True
2026-05-30T21:04:56.134067,36.2,25.76,24.0,8.81,29.06,3461.1,1276.8,5.745,6.3,5.07,3.603,11.76,44.69,none,True
2026-05-30T21:04:56.134067,35.77,25.91,24.0,8.48,28.92,3421.2,1285.9,5.689,6.19,4.77,3.422,11.82,45.43,none,True
2026-05-30T21:04:56.134067,36.35,25.98,24.0,8.76,28.57,3412.3,1267.2,5.794,6.65,5.05,3.506,12.15,45.31,none,True
2026-05-30T21:04:56.134067,35.66,25.74,24.0,8.59,28.7,3428.2,1266.9,6.065,5.95,4.88,3.687,12.21,44.98,none,True
2026-05-30T21:04:56.134067,35.43,25.84,24.0,8.75,28.84,3420.3,1257.8,5.887,5.25,5.2,3.625,11.77,45.3,none,True
2026-05-30T21:04:56.134067,35.98,26.17,24.0,8.69,28.88,3474.8,1275.7,5.885,6.68,5.65,3.667,12.16,46.01,none,True
2026-05-30T21:04:56.134067,35.31,26.08,24.0,8.66,28.99,3449.5,1262.3,5.842,5.33,4.4,3.538,12.22,44.5,none,True
2026-05-30T21:04:56.134067,35.75,26.09,24.0,8.73,28.56,3443.2,1256.5,5.726,4.63,5.35,3.658,11.98,45.37,none,True
2026-05-30T21:04:56.134067,35.36,26.13,24.0,8.59,28.49,3441.3,1273.7,5.717,6.58,4.63,3.482,12.1,44.49,none,True
2026-05-30T21:04:56.134067,35.82,25.94,24.0,8.62,28.63,3416.0,1249.9,5.788,5.28,5.21,3.563,11.97,45.24,none,True
2026-05-30T21:04:56.134067,36.06,25.99,24.0,8.66,28.36,3447.0,1253.6,5.903,5.36,5.2,3.586,11.52,44.82,none,True
2026-05-30T21:04:56.134067,36.38,25.66,24.0,8.45,28.55,3404.5,1257.1,5.749,5.84,5.01,3.553,11.8,45.32,none,True
2026-05-30T21:04:56.135745,35.43,25.87,24.0,8.71,28.41,3402.2,1263.5,5.825,5.95,5.13,3.62,11.88,45.29,none,True
2026-05-30T21:04:56.135745,35.69,26.1,24.0,8.62,28.13,3363.3,1265.2,5.714,7.26,5.11,3.681,11.93,44.3,none,True
2026-05-30T21:04:56.135745,35.68,25.93,24.0,8.42,28.53,3396.0,1256.7,5.729,5.8,5.16,3.572,12.04,44.56,none,True
2026-05-30T21:04:56.135745,36.11,26.05,24.0,8.52,28.28,3376.1,1244.8,5.63,6.37,4.12,3.687,11.9,45.52,none,True
2026-05-30T21:04:56.135745,35.9,26.05,24.0,8.61,28.42,3391.6,1261.5,5.804,6.51,4.72,3.459,12.01,45.44,none,True
2026-05-30T21:04:56.135745,35.62,26.08,24.0,8.55,28.14,3389.3,1259.8,5.58,6.03,5.77,3.437,11.49,44.59,none,True
2026-05-30T21:04:56.136520,35.84,25.74,24.0,8.57,28.26,3388.0,1257.1,5.66,6.1,5.58,3.613,11.71,45.36,none,True
2026-05-30T21:04:56.136520,36.11,25.88,24.0,8.48,28.08,3369.2,1269.2,5.476,6.21,5.28,3.572,11.92,45.02,none,True
2026-05-30T21:04:56.136520,36.33,25.69,24.0,8.66,28.28,3379.3,1239.9,5.612,5.7,5.07,3.657,11.67,44.64,none,True
2026-05-30T21:04:56.136520,35.96,26.1,24.0,8.42,28.06,3325.8,1260.7,5.608,5.98,4.84,3.61,12.36,44.44,none,True
2026-05-30T21:04:56.137027,35.26,25.83,24.0,8.74,28.22,3337.2,1257.5,5.478,5.04,5.43,3.264,12.56,44.2,none,True
